runs,wickets,overs,runs_last_5,wickets_last_5,total_score
76,2,9,36,1,151
84,2,10,42,0,151
87,4,11,40,2,151
90,4,12,39,2,151
101,4,13,34,2,151
104,4,14,28,2,151
113,6,15,29,4,151
127,7,16,40,3,151
135,8,17,45,4,151
149,8,18,48,4,151
151,10,19,47,6,151
33,2,5,27,1,162
42,2,6,33,0,162
43,2,7,24,0,162
58,2,8,34,0,162
63,2,9,32,0,162
72,2,10,39,0,162
83,2,11,41,0,162
89,3,12,46,1,162
96,3,13,38,1,162
104,3,14,41,1,162
109,3,15,37,1,162
114,3,16,31,1,162
121,3,17,32,0,162
147,3,18,51,0,162
162,4,19,58,1,162
42,3,5,41,3,142
48,3,6,39,3,142
51,4,7,32,4,142
62,4,8,33,4,142
71,4,9,30,3,142
75,4,10,33,1,142
81,5,11,33,2,142
85,5,12,34,1,142
98,5,13,36,1,142
103,7,14,32,3,142
107,7,15,32,3,142
111,8,16,30,3,142
124,8,17,39,3,142
133,8,18,35,3,142
142,9,19,39,2,142
30,1,5,23,1,128
37,1,6,24,1,128
39,1,7,19,1,128
48,1,8,23,1,128
61,1,9,34,0,128
71,1,10,41,0,128
75,2,11,38,1,128
80,3,12,41,2,128
85,3,13,37,2,128
98,3,14,37,2,128
103,4,15,32,3,128
105,4,16,30,2,128
118,4,17,38,1,128
121,6,18,36,3,128
128,7,19,30,4,128
48,3,5,37,1,48
25,3,5,22,3,107
31,5,6,26,4,107
36,5,7,23,4,107
39,5,8,17,4,107
43,5,9,18,3,107
53,5,10,28,2,107
61,5,11,30,0,107
71,5,12,35,0,107
83,5,13,44,0,107
88,6,14,45,1,107
92,6,15,39,1,107
101,8,16,40,3,107
106,9,17,35,4,107
107,10,18,24,5,107
36,3,5,25,3,111
44,3,6,30,2,111
50,3,7,26,1,111
61,3,8,31,1,111
64,3,9,32,1,111
80,3,10,44,0,111
88,3,11,44,0,111
91,4,12,41,1,111
105,4,13,44,1,111
111,4,14,47,1,111
32,2,5,29,2,129
41,2,6,34,2,129
46,3,7,37,1,129
50,3,8,39,1,129
56,3,9,40,1,129
65,5,10,33,3,129
66,5,11,25,3,129
76,5,12,30,2,129
79,6,13,29,3,129
81,7,14,25,4,129
86,7,15,21,2,129
92,7,16,26,2,129
105,7,17,29,2,129
115,7,18,36,1,129
129,8,19,48,1,129
38,1,5,32,1,128
43,1,6,29,1,128
48,1,7,27,0,128
50,1,8,27,0,128
58,1,9,26,0,128
65,1,10,27,0,128
71,2,11,28,1,128
73,2,12,25,1,128
77,2,13,27,1,128
83,2,14,25,1,128
97,2,15,32,1,128
100,3,16,29,1,128
107,3,17,34,1,128
119,3,18,42,1,128
128,6,19,45,4,128
39,2,5,34,2,165
43,2,6,36,2,165
52,2,7,40,1,165
62,2,8,40,0,165
65,2,9,39,0,165
83,2,10,44,0,165
97,2,11,54,0,165
101,3,12,49,1,165
112,3,13,50,1,165
117,4,14,52,2,165
121,4,15,38,2,165
140,4,16,43,2,165
143,4,17,42,1,165
160,4,18,48,1,165
165,4,19,48,0,165
42,2,5,35,2,169
44,3,6,28,3,169
49,3,7,30,3,169
51,4,8,20,3,169
56,4,9,17,3,169
67,4,10,25,2,169
75,5,11,31,2,169
84,6,12,35,3,169
97,6,13,46,2,169
106,7,14,50,3,169
115,7,15,48,3,169
119,8,16,44,3,169
139,8,17,55,2,169
159,9,18,62,3,169
169,9,19,63,2,169
45,1,5,39,1,166
54,2,6,43,2,166
61,2,7,48,1,166
70,2,8,40,1,166
77,2,9,38,1,166
84,3,10,39,2,166
90,3,11,36,1,166
107,3,12,46,1,166
118,4,13,48,2,166
123,5,14,46,3,166
127,6,15,43,3,166
138,6,16,48,3,166
144,6,17,37,3,166
155,6,18,37,2,166
166,7,19,43,2,166
73,2,5,57,2,167
80,2,6,52,2,167
83,2,7,31,2,167
97,2,8,34,1,167
99,3,9,35,1,167
109,3,10,36,1,167
115,3,11,35,1,167
121,3,12,38,1,167
126,3,13,29,1,167
132,3,14,33,0,167
141,4,15,32,1,167
152,4,16,37,1,167
157,4,17,36,1,167
167,4,18,41,1,167
52,1,5,38,1,176
54,1,6,33,0,176
63,1,7,35,0,176
66,2,8,32,1,176
82,2,9,38,1,176
96,2,10,44,1,176
106,2,11,52,1,176
116,2,12,53,1,176
121,2,13,55,0,176
132,4,14,50,2,176
137,4,15,41,2,176
142,4,16,36,2,176
154,4,17,38,2,176
160,5,18,39,3,176
176,7,19,44,3,176
68,2,5,56,2,177
81,2,6,65,1,177
85,3,7,59,2,177
92,3,8,46,2,177
98,3,9,33,2,177
107,3,10,39,1,177
112,3,11,31,1,177
119,3,12,34,0,177
131,3,13,39,0,177
141,4,14,43,1,177
147,5,15,40,2,177
162,5,16,50,2,177
168,6,17,49,3,177
177,6,18,46,3,177
48,1,5,42,0,125
56,2,6,45,1,125
57,2,7,36,1,125
63,3,8,36,2,125
71,3,9,30,2,125
75,3,10,27,2,125
87,3,11,31,1,125
92,3,12,35,1,125
95,5,13,32,2,125
97,6,14,26,3,125
106,6,15,31,3,125
115,6,16,28,3,125
117,7,17,25,4,125
122,8,18,27,3,125
125,9,19,28,3,125
57,1,5,56,1,127
64,1,6,53,0,127
75,1,7,51,0,127
79,1,8,43,0,127
89,1,9,44,0,127
96,1,10,39,0,127
104,1,11,40,0,127
114,1,12,39,0,127
120,1,13,41,0,127
123,1,14,34,0,127
127,1,15,31,0,127
64,2,5,46,2,202
73,2,6,53,1,202
80,2,7,47,1,202
87,4,8,52,3,202
89,5,9,42,4,202
95,5,10,31,3,202
104,5,11,31,3,202
108,5,12,28,3,202
118,5,13,31,1,202
123,5,14,34,0,202
138,5,15,43,0,202
157,5,16,53,0,202
167,6,17,59,1,202
188,6,18,70,1,202
202,6,19,79,1,202
75,1,5,59,1,205
79,1,6,49,1,205
83,1,7,47,1,205
86,2,8,33,2,205
90,2,9,27,2,205
100,2,10,25,1,205
103,3,11,24,2,205
112,3,12,29,2,205
128,3,13,42,1,205
145,3,14,55,1,205
152,3,15,52,1,205
161,4,16,58,1,205
176,4,17,64,1,205
186,5,18,58,2,205
205,5,19,60,2,205
51,2,5,45,2,153
58,2,6,44,1,153
62,2,7,43,1,153
77,2,8,49,1,153
84,2,9,41,0,153
90,3,10,39,1,153
99,3,11,41,1,153
108,3,12,46,1,153
113,4,13,36,2,153
117,4,14,33,2,153
126,4,15,36,1,153
144,4,16,45,1,153
153,5,17,45,2,153
60,4,5,50,3,60
54,3,5,53,3,147
55,3,6,44,2,147
59,3,7,31,2,147
72,4,8,29,3,147
78,4,9,30,3,147
82,4,10,28,1,147
87,4,11,32,1,147
90,4,12,31,1,147
100,4,13,28,0,147
111,5,14,33,1,147
121,5,15,39,1,147
129,5,16,42,1,147
134,6,17,44,2,147
137,8,18,37,4,147
147,8,19,36,3,147
56,0,5,49,0,151
63,1,6,48,1,151
73,2,7,45,2,151
81,3,8,43,3,151
87,3,9,45,3,151
94,4,10,38,4,151
104,4,11,41,3,151
107,5,12,34,3,151
114,5,13,33,2,151
121,5,14,34,2,151
124,5,15,30,1,151
133,5,16,29,1,151
136,7,17,29,2,151
137,9,18,23,4,151
151,9,19,30,4,151
50,3,5,34,3,155
61,3,6,36,3,155
71,3,7,39,3,155
79,3,8,43,0,155
84,3,9,36,0,155
94,3,10,44,0,155
98,4,11,37,1,155
102,5,12,31,2,155
111,6,13,32,3,155
122,7,14,38,4,155
127,7,15,33,4,155
135,7,16,37,3,155
143,8,17,41,3,155
153,9,18,42,3,155
155,10,19,33,3,155
41,2,5,31,1,159
48,2,6,29,1,159
64,2,7,42,1,159
67,2,8,35,1,159
79,2,9,46,0,159
87,2,10,46,0,159
88,4,11,40,2,159
93,4,12,29,2,159
100,4,13,33,2,159
109,4,14,30,2,159
115,4,15,28,2,159
134,4,16,46,0,159
146,4,17,53,0,159
151,6,18,51,2,159
159,6,19,50,2,159
84,0,5,69,0,194
87,0,6,62,0,194
92,0,7,52,0,194
102,1,8,50,1,194
107,1,9,41,1,194
111,2,10,27,2,194
122,2,11,35,2,194
141,2,12,49,2,194
149,2,13,47,1,194
158,2,14,51,1,194
167,4,15,56,2,194
176,4,16,54,2,194
183,5,17,42,3,194
187,6,18,38,4,194
194,7,19,36,5,194
53,1,5,42,1,195
63,1,6,40,1,195
68,1,7,43,1,195
85,1,8,56,1,195
104,1,9,54,1,195
113,1,10,60,0,195
119,2,11,56,1,195
134,2,12,66,1,195
137,3,13,52,2,195
148,3,14,44,2,195
160,3,15,47,2,195
171,3,16,52,1,195
179,3,17,45,1,195
184,3,18,47,0,195
195,3,19,47,0,195
49,1,5,48,1,138
52,1,6,42,1,138
55,2,7,34,1,138
59,2,8,36,1,138
70,2,9,33,1,138
81,3,10,32,2,138
86,3,11,34,2,138
90,4,12,35,2,138
97,5,13,38,3,138
106,5,14,36,3,138
111,5,15,30,2,138
113,6,16,27,3,138
122,6,17,32,2,138
134,7,18,37,2,138
138,8,19,32,3,138
46,2,5,40,2,139
49,2,6,33,2,139
53,2,7,21,2,139
58,3,8,23,2,139
62,3,9,17,2,139
72,3,10,26,1,139
88,3,11,39,1,139
97,3,12,44,1,139
102,3,13,44,0,139
112,3,14,50,0,139
114,4,15,42,1,139
118,4,16,30,1,139
126,5,17,29,2,139
139,5,18,37,2,139
52,1,5,51,1,217
54,2,6,46,2,217
63,2,7,41,2,217
68,2,8,35,2,217
76,2,9,33,2,217
86,2,10,34,1,217
101,2,11,47,0,217
112,3,12,49,1,217
125,3,13,57,1,217
129,3,14,53,1,217
142,3,15,56,1,217
157,3,16,56,1,217
173,3,17,61,0,217
190,4,18,65,1,217
217,4,19,88,1,217
64,1,5,59,0,198
71,1,6,52,0,198
81,2,7,52,1,198
91,2,8,53,1,198
100,2,9,51,1,198
105,3,10,41,2,198
114,3,11,43,2,198
116,4,12,35,2,198
126,4,13,35,2,198
134,5,14,34,3,198
140,5,15,35,2,198
157,5,16,43,2,198
170,5,17,54,1,198
182,6,18,56,2,198
198,6,19,64,1,198
75,0,5,65,0,197
92,0,6,77,0,197
96,1,7,76,1,197
102,1,8,63,1,197
115,1,9,62,1,197
120,1,10,45,1,197
129,2,11,37,2,197
136,2,12,40,1,197
149,2,13,47,1,197
154,4,14,39,3,197
160,5,15,40,4,197
165,5,16,36,3,197
180,5,17,44,3,197
193,6,18,44,4,197
197,7,19,43,3,197
53,2,5,44,2,193
58,3,6,41,2,193
68,3,7,37,2,193
81,3,8,42,2,193
85,3,9,39,1,193
94,3,10,41,1,193
101,3,11,43,0,193
107,3,12,39,0,193
113,4,13,32,1,193
122,4,14,37,1,193
131,4,15,37,1,193
143,4,16,42,1,193
162,4,17,55,1,193
181,5,18,68,1,193
193,5,19,71,1,193
50,1,5,50,1,200
60,1,6,53,1,200
64,2,7,52,1,200
71,2,8,52,1,200
85,2,9,53,1,200
90,3,10,40,2,200
102,3,11,42,2,200
108,3,12,44,1,200
123,4,13,52,2,200
145,4,14,60,2,200
157,4,15,67,1,200
177,4,16,75,1,200
188,5,17,80,2,200
199,6,18,76,2,200
200,9,19,55,5,200
56,3,5,52,2,129
69,3,6,54,1,129
81,3,7,57,0,129
90,4,8,52,1,129
99,5,9,54,2,129
114,6,10,58,3,129
118,8,11,49,5,129
125,8,12,44,5,129
128,9,13,38,5,129
129,10,14,30,5,129
60,2,5,57,0,213
63,2,6,48,0,213
76,2,7,55,0,213
85,2,8,45,0,213
95,2,9,39,0,213
108,2,10,48,0,213
114,3,11,51,1,213
118,3,12,42,1,213
128,3,13,43,1,213
143,3,14,48,1,213
153,4,15,45,2,213
166,4,16,52,1,213
177,4,17,59,1,213
192,5,18,64,2,213
213,6,19,70,3,213
55,2,5,48,2,167
59,2,6,39,2,167
65,2,7,38,2,167
70,2,8,30,2,167
76,4,9,32,2,167
84,4,10,29,2,167
87,5,11,28,3,167
94,5,12,29,3,167
104,6,13,34,4,167
108,6,14,32,2,167
121,6,15,37,2,167
134,6,16,47,1,167
137,8,17,43,3,167
155,8,18,51,2,167
167,8,19,59,2,167
48,0,5,45,0,160
55,1,6,48,1,160
58,1,7,49,1,160
62,2,8,35,2,160
71,2,9,31,2,160
81,2,10,33,2,160
95,2,11,40,1,160
99,3,12,41,2,160
106,4,13,44,2,160
112,4,14,41,2,160
122,4,15,41,2,160
127,5,16,32,3,160
141,5,17,42,2,160
151,7,18,45,3,160
160,8,19,48,4,160
53,1,5,52,0,163
62,1,6,53,0,163
68,1,7,53,0,163
77,2,8,50,1,163
87,2,9,47,1,163
90,2,10,37,1,163
97,2,11,35,1,163
110,3,12,42,2,163
116,3,13,39,1,163
121,3,14,34,1,163
126,3,15,36,1,163
142,3,16,45,1,163
151,3,17,41,0,163
163,3,18,47,0,163
49,0,5,47,0,193
51,0,6,43,0,193
53,1,7,40,1,193
68,1,8,43,1,193
82,1,9,44,1,193
86,2,10,37,2,193
100,2,11,49,2,193
104,2,12,51,1,193
131,2,13,63,1,193
143,2,14,61,1,193
151,2,15,65,0,193
164,2,16,64,0,193
174,3,17,70,1,193
180,3,18,49,1,193
193,3,19,50,1,193
40,3,5,38,2,178
52,3,6,34,1,178
57,3,7,35,1,178
68,3,8,39,1,178
72,3,9,35,0,178
76,3,10,36,0,178
82,3,11,30,0,178
96,3,12,39,0,178
109,3,13,41,0,178
118,4,14,46,1,178
130,4,15,54,1,178
134,5,16,52,2,178
147,5,17,51,2,178
161,5,18,52,2,178
178,5,19,60,1,178
69,1,5,55,1,204
74,1,6,49,1,204
78,1,7,41,1,204
97,1,8,49,1,204
107,1,9,54,0,204
122,1,10,53,0,204
131,2,11,57,1,204
150,2,12,72,1,204
153,3,13,56,2,204
161,3,14,54,2,204
165,4,15,43,3,204
175,4,16,44,2,204
184,4,17,34,2,204
196,4,18,43,1,204
204,5,19,43,2,204
35,3,5,21,3,140
43,3,6,23,2,140
57,3,7,32,1,140
67,3,8,36,1,140
77,3,9,43,0,140
84,4,10,49,1,140
94,4,11,51,1,140
103,5,12,46,2,140
113,6,13,46,3,140
115,7,14,38,4,140
121,8,15,37,4,140
130,8,16,36,4,140
136,8,17,33,3,140
140,10,18,27,4,140
50,1,5,45,1,191
55,1,6,45,0,191
78,1,7,57,0,191
83,2,8,47,1,191
86,3,9,44,2,191
99,3,10,49,2,191
112,3,11,57,2,191
127,3,12,49,2,191
136,3,13,53,1,191
146,3,14,60,0,191
148,4,15,49,1,191
163,5,16,51,2,191
180,5,17,53,2,191
186,6,18,50,3,191
191,7,19,45,4,191
73,0,5,64,0,126
86,0,6,64,0,126
89,0,7,50,0,126
102,0,8,45,0,126
117,1,9,55,1,126
120,1,10,47,1,126
126,1,11,40,1,126
28,2,5,27,2,174
32,2,6,25,2,174
39,2,7,31,1,174
53,2,8,42,1,174
58,2,9,36,1,174
66,2,10,38,0,174
72,2,11,40,0,174
84,2,12,45,0,174
98,3,13,45,1,174
103,3,14,45,1,174
117,4,15,51,2,174
130,4,16,58,2,174
145,4,17,61,2,174
163,4,18,65,1,174
174,5,19,71,2,174
43,2,5,38,2,176
57,2,6,48,1,176
66,2,7,51,1,176
72,2,8,48,1,176
82,2,9,45,0,176
92,3,10,49,1,176
97,3,11,40,1,176
115,3,12,49,1,176
126,3,13,54,1,176
140,3,14,58,1,176
149,4,15,57,1,176
163,4,16,66,1,176
176,4,17,61,1,176
27,1,5,25,1,182
32,1,6,28,1,182
37,2,7,29,2,182
41,2,8,26,1,182
54,2,9,33,1,182
62,2,10,35,1,182
78,2,11,46,1,182
87,2,12,50,0,182
106,2,13,65,0,182
120,2,14,66,0,182
137,2,15,75,0,182
146,3,16,68,1,182
157,3,17,70,1,182
171,3,18,65,1,182
182,3,19,62,1,182
40,3,5,40,2,178
43,3,6,33,2,178
51,3,7,40,1,178
60,3,8,38,1,178
71,3,9,43,0,178
73,4,10,33,1,178
78,4,11,35,1,178
84,4,12,33,1,178
95,4,13,35,1,178
117,4,14,46,1,178
131,4,15,58,0,178
141,4,16,63,0,178
150,5,17,66,1,178
164,6,18,69,2,178
178,6,19,61,2,178
43,1,5,42,0,167
52,1,6,48,0,167
64,1,7,53,0,167
75,1,8,58,0,167
93,1,9,58,0,167
104,1,10,61,0,167
112,1,11,60,0,167
121,1,12,57,0,167
129,1,13,54,0,167
135,2,14,42,1,167
137,4,15,33,3,167
140,4,16,28,3,167
153,4,17,32,3,167
158,7,18,29,6,167
167,7,19,32,5,167
43,2,5,34,2,168
53,2,6,40,2,168
58,2,7,37,1,168
63,2,8,36,1,168
70,2,9,34,1,168
86,2,10,43,0,168
96,2,11,43,0,168
101,2,12,43,0,168
110,2,13,47,0,168
118,3,14,48,1,168
124,3,15,38,1,168
125,5,16,29,3,168
140,6,17,39,4,168
158,6,18,48,4,168
168,7,19,50,4,168
51,2,5,46,2,143
59,2,6,48,1,143
61,3,7,36,2,143
63,3,8,26,2,143
68,3,9,25,1,143
72,3,10,21,1,143
76,3,11,17,1,143
86,4,12,25,1,143
94,4,13,31,1,143
100,4,14,32,1,143
116,4,15,44,1,143
121,5,16,45,2,143
133,6,17,47,2,143
139,6,18,45,2,143
143,8,19,43,4,143
48,3,5,42,3,139
56,3,6,32,3,139
61,3,7,31,2,139
63,4,8,24,3,139
65,4,9,23,2,139
68,4,10,20,1,139
76,5,11,20,2,139
84,5,12,23,2,139
88,5,13,25,1,139
96,5,14,31,1,139
101,5,15,33,1,139
116,5,16,40,0,139
123,6,17,39,1,139
127,7,18,39,2,139
139,8,19,43,3,139
51,4,5,41,4,118
56,4,6,36,2,118
63,4,7,35,2,118
71,5,8,33,3,118
82,5,9,37,2,118
85,5,10,34,1,118
87,6,11,31,2,118
98,6,12,35,2,118
102,7,13,31,2,118
106,7,14,24,2,118
108,8,15,23,3,118
109,9,16,22,3,118
112,9,17,14,3,118
118,10,18,16,3,118
22,3,5,20,3,87
26,3,6,18,3,87
38,3,7,26,2,87
50,3,8,33,1,87
52,3,9,32,1,87
55,3,10,33,0,87
62,4,11,36,1,87
73,4,12,35,1,87
75,5,13,25,2,87
77,6,14,25,3,87
80,8,15,25,5,87
80,8,16,18,4,87
85,9,17,12,5,87
87,10,18,12,5,87
52,1,5,47,1,205
63,1,6,50,1,205
72,1,7,44,1,205
77,1,8,42,1,205
87,1,9,52,0,205
106,1,10,54,0,205
118,1,11,55,0,205
138,1,12,66,0,205
138,2,13,61,1,205
142,4,14,55,3,205
157,4,15,51,3,205
164,4,16,46,3,205
173,4,17,35,3,205
191,5,18,53,3,205
205,8,19,63,4,205
55,2,5,47,1,207
61,3,6,51,2,207
66,3,7,42,2,207
74,4,8,39,3,207
83,4,9,33,3,207
90,4,10,35,2,207
101,4,11,40,1,207
107,4,12,41,1,207
126,4,13,52,0,207
135,4,14,52,0,207
151,4,15,61,0,207
161,4,16,60,0,207
176,5,17,69,1,207
190,5,18,64,1,207
207,5,19,72,1,207
37,3,5,36,2,132
40,3,6,28,2,132
50,3,7,34,1,132
54,3,8,31,1,132
57,3,9,30,0,132
62,3,10,25,0,132
67,3,11,27,0,132
76,3,12,26,0,132
83,4,13,29,1,132
97,4,14,40,1,132
99,4,15,37,1,132
104,4,16,37,1,132
117,4,17,41,1,132
126,4,18,43,0,132
132,6,19,35,2,132
44,0,5,42,0,119
53,0,6,43,0,119
56,1,7,42,1,119
61,2,8,31,2,119
67,2,9,32,2,119
73,2,10,29,2,119
77,2,11,24,2,119
80,3,12,24,2,119
82,4,13,21,2,119
91,5,14,24,3,119
97,7,15,24,5,119
100,8,16,23,6,119
110,9,17,30,6,119
118,9,18,36,5,119
119,10,19,28,5,119
57,0,5,54,0,219
59,1,6,46,1,219
64,1,7,33,1,219
77,1,8,37,1,219
84,1,9,33,1,219
94,1,10,37,1,219
106,1,11,47,0,219
118,1,12,54,0,219
127,2,13,50,1,219
140,3,14,56,2,219
143,3,15,49,2,219
161,3,16,55,2,219
179,3,17,61,2,219
190,3,18,63,1,219
219,4,19,79,1,219
51,4,5,45,4,164
61,4,6,41,3,164
66,4,7,33,1,164
76,4,8,36,1,164
83,5,9,37,2,164
89,5,10,38,1,164
104,5,11,43,1,164
118,5,12,52,1,164
129,5,13,53,1,164
140,5,14,57,0,164
141,7,15,52,2,164
143,7,16,39,2,164
145,8,17,27,3,164
153,9,18,24,4,164
164,9,19,24,4,164
51,1,5,43,1,169
60,1,6,50,1,169
63,1,7,45,1,169
77,1,8,53,1,169
91,1,9,52,0,169
97,1,10,46,0,169
99,2,11,39,1,169
100,2,12,37,1,169
106,2,13,29,1,169
117,2,14,26,1,169
131,2,15,34,1,169
143,2,16,44,0,169
147,4,17,47,2,169
158,4,18,52,2,169
169,5,19,52,3,169
50,0,5,43,0,170
54,0,6,40,0,170
56,0,7,31,0,170
65,0,8,31,0,170
71,1,9,30,1,170
87,1,10,37,1,170
93,1,11,39,1,170
101,1,12,45,1,170
114,1,13,49,1,170
123,1,14,52,0,170
128,1,15,41,0,170
133,2,16,40,1,170
148,2,17,47,1,170
165,2,18,51,1,170
170,2,19,47,1,170
39,1,5,36,1,151
48,1,6,31,1,151
54,1,7,34,0,151
63,1,8,37,0,151
70,1,9,37,0,151
78,1,10,39,0,151
99,1,11,51,0,151
107,1,12,53,0,151
113,2,13,50,1,151
120,3,14,50,2,151
126,3,15,48,2,151
133,3,16,34,2,151
137,5,17,30,4,151
143,6,18,30,4,151
151,7,19,31,4,151
43,1,5,39,1,140
50,1,6,37,1,140
60,1,7,46,0,140
69,1,8,38,0,140
72,2,9,37,1,140
77,3,10,34,2,140
82,3,11,32,2,140
91,3,12,31,2,140
96,4,13,27,3,140
102,4,14,30,2,140
109,4,15,32,1,140
116,4,16,34,1,140
125,4,17,34,1,140
131,5,18,35,1,140
140,6,19,38,2,140
40,0,5,39,0,175
52,0,6,43,0,175
67,0,7,44,0,175
70,1,8,41,1,175
75,3,9,39,3,175
79,3,10,39,3,175
88,3,11,36,3,175
91,3,12,24,3,175
100,3,13,30,2,175
109,3,14,34,0,175
118,3,15,39,0,175
133,3,16,45,0,175
150,4,17,59,1,175
159,4,18,59,1,175
175,4,19,66,1,175
51,0,5,46,0,176
59,0,6,41,0,176
67,1,7,38,1,176
74,1,8,38,1,176
88,1,9,41,1,176
98,1,10,47,1,176
106,1,11,47,1,176
112,2,12,45,1,176
120,2,13,46,1,176
124,2,14,36,1,176
133,2,15,35,1,176
147,4,16,41,3,176
161,4,17,49,2,176
172,5,18,52,3,176
176,5,19,52,3,176
56,0,5,50,0,211
71,0,6,64,0,211
76,0,7,60,0,211
91,0,8,66,0,211
96,0,9,51,0,211
103,1,10,47,1,211
108,2,11,37,2,211
123,2,12,47,2,211
131,3,13,40,3,211
137,3,14,41,3,211
149,3,15,46,2,211
170,3,16,62,1,211
187,3,17,64,1,211
198,3,18,67,0,211
211,4,19,74,1,211
59,2,5,58,2,198
64,3,6,53,2,198
68,3,7,51,2,198
74,4,8,43,3,198
78,4,9,32,2,198
92,4,10,33,2,198
97,4,11,33,1,198
104,4,12,36,1,198
117,4,13,43,0,198
128,4,14,50,0,198
146,4,15,54,0,198
157,4,16,60,0,198
163,5,17,59,1,198
184,5,18,67,1,198
198,5,19,70,1,198
43,1,5,37,1,167
50,1,6,42,1,167
53,1,7,42,1,167
62,2,8,29,2,167
82,2,9,44,1,167
91,2,10,48,1,167
104,2,11,54,1,167
112,2,12,59,1,167
119,2,13,57,0,167
123,3,14,41,1,167
129,3,15,38,1,167
139,3,16,35,1,167
141,6,17,29,4,167
143,7,18,24,5,167
167,7,19,44,4,167
40,3,5,35,2,153
47,3,6,31,2,153
55,4,7,34,3,153
62,4,8,38,1,153
77,4,9,48,1,153
80,4,10,40,1,153
84,5,11,37,2,153
92,5,12,37,1,153
100,5,13,38,1,153
106,5,14,29,1,153
123,5,15,43,1,153
133,5,16,49,0,153
138,5,17,46,0,153
143,6,18,43,1,153
153,7,19,47,2,153
62,1,5,61,0,196
68,1,6,62,0,196
80,2,7,58,1,196
88,2,8,55,1,196
99,2,9,51,1,196
109,2,10,47,1,196
125,2,11,57,1,196
145,2,12,65,0,196
160,2,13,72,0,196
172,4,14,73,2,196
187,4,15,78,2,196
196,5,16,71,3,196
196,6,17,51,4,196
79,0,5,65,0,146
83,1,6,61,1,146
92,1,7,47,1,146
100,3,8,42,3,146
121,4,9,55,4,146
136,4,10,57,4,146
146,5,11,63,4,146
57,1,5,47,1,177
69,1,6,51,1,177
76,1,7,52,1,177
81,1,8,52,1,177
90,1,9,42,1,177
97,2,10,40,1,177
103,3,11,34,2,177
110,3,12,34,2,177
117,3,13,36,2,177
121,4,14,31,3,177
131,4,15,34,2,177
146,4,16,43,1,177
158,4,17,48,1,177
162,4,18,45,1,177
177,5,19,56,1,177
56,2,5,44,1,180
67,3,6,49,2,180
72,3,7,40,2,180
80,3,8,41,2,180
90,3,9,46,1,180
96,3,10,40,1,180
101,4,11,34,1,180
109,4,12,37,1,180
120,4,13,40,1,180
141,4,14,51,1,180
155,4,15,59,1,180
165,4,16,64,0,180
180,4,17,71,0,180
49,0,5,40,0,174
54,1,6,38,1,174
58,1,7,41,1,174
72,1,8,39,1,174
78,1,9,41,1,174
86,1,10,37,1,174
89,2,11,35,1,174
99,3,12,41,2,174
113,3,13,41,2,174
123,3,14,45,2,174
132,4,15,46,3,174
135,5,16,46,3,174
146,5,17,47,2,174
152,5,18,39,2,174
174,6,19,51,3,174
39,1,5,33,1,176
40,1,6,27,1,176
49,1,7,29,1,176
55,1,8,23,1,176
67,1,9,30,1,176
76,1,10,37,0,176
87,2,11,47,1,176
100,3,12,51,2,176
110,3,13,55,2,176
118,3,14,51,2,176
125,4,15,49,3,176
139,4,16,52,2,176
159,4,17,59,1,176
176,4,18,66,1,176
47,1,5,40,1,127
51,2,6,34,1,127
57,3,7,31,2,127
61,3,8,32,2,127
68,3,9,31,2,127
73,4,10,26,3,127
80,4,11,29,2,127
85,5,12,28,2,127
87,6,13,26,3,127
89,7,14,21,4,127
92,8,15,19,4,127
99,8,16,19,4,127
112,8,17,27,3,127
123,8,18,36,2,127
127,9,19,38,2,127
42,1,5,33,1,128
51,1,6,42,1,128
58,1,7,40,0,128
62,2,8,39,1,128
71,2,9,45,1,128
78,2,10,36,1,128
80,3,11,29,2,128
82,4,12,24,3,128
86,4,13,24,2,128
89,4,14,18,2,128
100,4,15,22,2,128
106,4,16,26,1,128
128,4,17,46,0,128
60,1,5,58,1,163
66,1,6,51,0,163
75,1,7,50,0,163
89,1,8,55,0,163
95,1,9,55,0,163
98,2,10,38,1,163
101,2,11,35,1,163
110,2,12,35,1,163
118,2,13,29,1,163
125,2,14,30,1,163
133,3,15,35,1,163
135,5,16,34,3,163
139,5,17,29,3,163
146,5,18,28,3,163
163,5,19,38,3,163
61,0,5,60,0,164
64,0,6,53,0,164
68,0,7,49,0,164
76,1,8,53,1,164
82,1,9,48,1,164
86,2,10,25,2,164
92,2,11,28,2,164
96,2,12,28,2,164
102,2,13,26,1,164
115,2,14,33,1,164
125,2,15,39,0,164
132,2,16,40,0,164
136,3,17,40,1,164
150,3,18,48,1,164
164,3,19,49,1,164
56,0,5,55,0,181
66,0,6,58,0,181
82,0,7,59,0,181
89,0,8,57,0,181
95,1,9,53,1,181
103,1,10,47,1,181
109,2,11,43,2,181
122,2,12,40,2,181
126,2,13,37,2,181
132,3,14,37,2,181
143,3,15,40,2,181
151,4,16,42,2,181
158,4,17,36,2,181
170,4,18,44,2,181
181,4,19,49,1,181
47,2,5,45,2,168
60,2,6,45,2,168
77,2,7,49,1,168
84,2,8,51,0,168
91,2,9,47,0,168
95,2,10,48,0,168
111,2,11,51,0,168
113,3,12,36,1,168
118,4,13,34,2,168
122,4,14,31,2,168
128,4,15,33,2,168
139,5,16,28,3,168
145,5,17,32,2,168
159,5,18,41,1,168
168,6,19,46,2,168
